YEAR,state,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SRF_ALB,CLOUD_AMT,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PS,QV2M,RH2M,T2MDEW,T2MWET,TOA_SW_DWN,TS,WD10M,WD2M,WS10M,WS2M
1992,Illinois,,,,13.25,,,,0.18,68.62,,19.39,0.7,0.7,0.72,99.27,6.96,79.19,6.0,7.94,28.16,9.91,244.25,248.75,4.43,3.02
1993,Illinois,,,,13.1,,,,0.21,67.45,,19.11,0.87,0.88,0.87,99.28,7.75,85.5,6.76,8.04,28.19,9.23,232.38,235.75,4.53,3.09
1994,Illinois,,,,14.77,,,,0.2,62.12,,19.09,0.73,0.74,0.73,99.36,7.2,78.88,6.1,8.11,28.19,10.15,230.5,234.38,4.54,3.09
1995,Illinois,,,,14.29,,,,0.13,64.07,,19.62,0.7,0.71,0.72,99.21,7.39,77.69,5.81,7.9,28.19,9.89,249.0,252.19,4.53,3.08
1996,Illinois,,,,13.89,,,,0.13,67.87,,19.6,0.62,0.63,0.64,99.21,6.77,74.06,4.69,7.16,28.15,9.8,253.94,256.56,4.84,3.34
1997,Illinois,,,,14.46,,,,0.15,65.78,,19.86,0.63,0.64,0.65,99.22,6.84,75.25,5.3,7.73,28.19,10.26,263.69,266.44,4.62,3.16
1998,Illinois,,,,14.06,,,,0.13,65.02,,19.65,0.69,0.69,0.7,99.16,8.18,79.06,8.07,10.04,28.2,11.97,220.94,222.31,4.45,3.02
1999,Illinois,,,,15.01,,,,0.14,61.73,,19.84,0.62,0.63,0.63,99.27,7.14,73.31,5.96,8.62,28.2,11.32,227.75,230.06,4.7,3.2
2000,Illinois,,,,14.13,,,,0.16,63.66,,19.71,0.58,0.59,0.59,99.31,7.02,72.94,5.4,8.15,28.17,11.04,236.06,238.19,4.76,3.25
2001,Illinois,78.36,6.23,15.94,15.05,10.13,0.2,,0.19,57.45,100.91,19.67,0.65,0.66,0.66,99.29,7.39,75.5,6.53,8.94,28.21,11.48,238.06,240.0,4.62,3.15
2002,Illinois,76.55,6.15,15.47,14.71,9.88,0.2,,0.17,57.85,100.51,19.61,0.67,0.67,0.68,99.29,7.57,76.62,6.53,8.76,28.21,11.0,234.62,236.38,4.7,3.2
2003,Illinois,76.91,5.91,15.77,14.82,9.94,0.2,,0.17,57.27,100.42,19.68,0.6,0.6,0.62,99.18,6.9,72.44,5.33,8.02,28.2,10.87,258.94,261.94,4.68,3.2
2004,Illinois,77.28,6.01,15.95,14.83,10.02,0.2,,0.19,57.35,101.31,19.71,0.66,0.66,0.67,99.31,7.45,76.69,6.51,8.75,28.16,11.08,238.94,241.56,4.79,3.27
2005,Illinois,78.91,5.95,16.37,15.17,10.2,0.21,,0.18,56.04,101.05,19.7,0.66,0.66,0.66,99.21,7.26,73.19,6.24,8.98,28.19,11.92,246.25,250.12,4.54,3.1
2006,Illinois,75.61,5.86,15.47,14.48,9.82,0.2,,0.18,58.9,100.64,19.59,0.63,0.63,0.65,99.16,7.51,75.12,6.87,9.3,28.19,11.8,236.0,237.38,4.73,3.23
2007,Illinois,77.84,5.96,16.04,14.94,10.05,0.2,,0.18,55.05,100.35,19.56,0.68,0.68,0.69,99.29,7.81,76.69,6.85,9.12,28.19,11.34,234.44,236.62,4.77,3.25
2008,Illinois,74.92,5.79,15.46,14.38,9.71,0.2,,0.19,57.12,100.54,19.64,0.75,0.76,0.77,99.21,7.51,80.56,6.19,7.94,28.15,9.65,235.5,237.06,4.93,3.38
